query,ground_truth_context,simple_rag_faithfulness,simple_rag_answer_relevancy,simple_rag_context_recall,simple_rag_context_precision,simple_rag_entity_recall,lqr_rag_faithfulness,lqr_rag_answer_relevancy,lqr_rag_context_recall,lqr_rag_context_precision,lqr_rag_entity_recall,modlqr_rag_faithfulness,modlqr_rag_answer_relevancy,modlqr_rag_context_recall,modlqr_rag_context_precision,modlqr_rag_entity_recall
"Pseudotsuga, found in North America and Eastern Asia which has also been classified as 'Abies' and 'Tsuga' and Huernia which is found in Eastern and Southern Africa and closely related to 'Stapelia' and 'Hoodia' are both types of what?","Pseudotsuga is a genus of evergreen coniferous trees in the family Pinaceae.  The number of species has long been debated, but two in western North America and two to four in eastern Asia are commonly acknowledged.  Nineteenth-century botanists had problems in classifying Douglas-firs, due to the species' similarity to various other conifers better known at the time; they have at times been classified in ""Pinus"", ""Picea"", ""Abies"", ""Tsuga"", and even ""Sequoia"". The genus Huernia (family Apocynaceae, subfamily Asclepiadoideae) consists of stem succulents from Eastern and Southern Africa, first described as a genus in 1810.",0.44675442576408386,0.2642611861228943,0.125,0.2,0.2222222222222222,0.6371901035308838,0.3034818470478058,0.125,0.2,0.2222222222222222,0.6371901035308838,0.3034818470478058,0.125,0.2,0.2222222222222222
Juan Sebastián Cabal and John Lloyd play what sport?,Juan Sebastián Cabal (born 25 April 1986) is a Colombian professional tennis player. John Lloyd (born 27 August 1954) is a British former professional tennis player.,0.3708740472793579,0.2827538847923279,0.5,0.1,0.42857142857142855,0.48300451040267944,0.2827538847923279,0.5,0.1,0.42857142857142855,0.48300451040267944,0.2827538847923279,0.5,0.1,0.42857142857142855
Kim Lip is an album made by which South Korean girl group?,"Kim Lip is the sixth single album from South Korean girl group Loona's pre-debut project. Loona, stylized as LOOΠΔ, is an upcoming South Korean girl group formed by Blockberry Creative, a subsidiary of Polaris Entertainment, set to debut in 2018.",0.4100002646446228,0.11707071959972382,1.0,0.2,0.5,0.4343867301940918,0.11707071959972382,1.0,0.2,0.5,0.29980266094207764,0.0711221769452095,1.0,0.2,0.5
"The Valigeria Franzi was an Italian manufacturer of leather bags and luggage founded in Milan in 1864 by Rocco Franzi, Guccio Gucci worked for the company until he set up Gucci in what year, an Italian luxury brand of fashion and leather goods, part of the Gucci Group, which is owned by the French holding company Kering?", Guccio Gucci worked for the company until he set up Gucci in 1921.  Gucci was founded by Guccio Gucci in Florence in 1921.,0.13674455881118774,0.13704240322113037,0.8181818181818182,0.6923076923076923,1.0,0.6491279602050781,0.7237427234649658,0.9090909090909091,0.7692307692307693,1.0,0.6491279602050781,0.7237427234649658,0.9090909090909091,0.7692307692307693,1.0
"What 45th head of state and head of government of the United States, is associated with a parish church of the Episcopal Diocese of New York?"," The church is associated with Franklin Delano Roosevelt, the 32nd President of the United States, whose family estate is located 2.7 miles south of the church. The President of the United States (informally referred to as ""POTUS"") is the head of state and head of government of the United States.",-0.026842955499887466,0.05367560312151909,0.5,0.15384615384615385,0.0,0.06101585924625397,0.07994211465120316,0.25,0.07692307692307693,0.0,0.06101585924625397,0.07994211465120316,0.25,0.07692307692307693,0.0
"""Remember the sabbath day, to keep it holy"" is one of the Ten Commandments, also known as the Decalogue, are a set of biblical laws relating to ethics and worship, which play a fundamental role, in which religions?","""Remember the sabbath day, to keep it holy"" is one of the Ten Commandments found in the Hebrew Bible. The Ten Commandments, also known as the Decalogue, are a set of biblical laws relating to ethics and worship, which play a fundamental role in Judaism, Christianity, and Islam.",0.32185298204421997,0.40468019247055054,1.0,0.3,1.0,0.45052778720855713,0.40468019247055054,1.0,0.3,1.0,0.45052778720855713,0.40468019247055054,1.0,0.3,1.0
"What artist that grew up in Dumont, New Jersey, released an album on May 13, 1997 that marked the addition of their new singer?"," The album also marked the addition of singer Michale Graves and Dr. Chud on drums . Michael Emanuel (born March 21, 1975), better known by his stage name Michale Graves, is an American singer and songwriter.  Graves grew up in Dumont, New Jersey.",0.5003988742828369,0.08775634318590164,0.6666666666666666,0.2222222222222222,0.375,0.47187814116477966,0.13660603761672974,0.6666666666666666,0.2,0.375,0.4769037365913391,0.16969084739685059,0.6666666666666666,0.2,0.375
NFL Street 2 Is what kind of game that features Jeremy Shockey?,NFL Street 2 is American football video game developed by EA Sports BIG and published by Electronic Arts.  He was drafted by the New York Giants 14th overall in the 2002 NFL Draft.,0.5079541206359863,0.7305068969726562,1.0,0.11764705882352941,0.625,0.6553109884262085,0.9004077911376953,0.5,0.0625,0.375,0.16928377747535706,0.5940874814987183,0.5,0.0625,0.375
"What actress portrayed the wife of John Proctor in the 1996 American historical drama film, The Crucible?","The Crucible is a 1996 American historical drama film written by Arthur Miller adapting his play of the same title, inspired by the Salem witchcraft trials.  It was directed by Nicholas Hytner and stars Daniel Day-Lewis as John Proctor, Winona Ryder as Abigail Williams, Paul Scofield as Judge Thomas Danforth, Bruce Davison as Reverend Parris, and Joan Allen as Elizabeth Proctor.  She was the wife of John Proctor, who was also convicted; he was executed.",0.48211807012557983,0.5774828195571899,1.0,0.1875,0.8571428571428571,0.19035682082176208,0.26435112953186035,1.0,0.16666666666666666,0.8571428571428571,0.22273966670036316,0.337723970413208,1.0,0.16666666666666666,0.8571428571428571
"Nike Flywire is a thread, composed of Vectran or nylon, and developed by which American multinational corporation that is engaged in the design, development, manufacturing, and worldwide marketing and sales of footwear, apparel, equipment, accessories, and services?","Nike Flywire is a thread, composed of Vectran or nylon, and developed by Nike, used in the upper of a shoe. Nike, Inc. ( ; ) is an American multinational corporation that is engaged in the design, development, manufacturing, and worldwide marketing and sales of footwear, apparel, equipment, accessories, and services.",0.5348316431045532,0.5277095437049866,0.6666666666666666,0.3333333333333333,0.6,0.6531194448471069,0.5277095437049866,0.6666666666666666,0.3333333333333333,0.6,0.6531194448471069,0.5277095437049866,0.6666666666666666,0.3333333333333333,0.6
Who fought as both a welter weight and middle weight under teacher Mark Dellagrotte?," The owner and head trainer of Sityodtong Boston, Mark Dellagrotte, is a teacher of various styles of Muay Thai such as Mae Mai Muay Thai, Pradal Serey, Muay Boran, Muay Lao, and also Burmese Boxing. Patrick Côté (] ; born February 29, 1980) is a retired Canadian mixed martial artist who fought as a welterweight and middleweight in the UFC, compiling a record of 10-11 in the organization.",0.037166573107242584,0.1461123526096344,0.0,0.0,0.0,0.22070778906345367,0.1933722048997879,0.0,0.0,0.0,0.27681249380111694,0.22688227891921997,0.0,0.0,0.0
What genre is the Dumb and Dumber Moive?,"Dumb and Dumber To is a 2014 American comedy film co-written and directed by Bobby and Peter Farrelly.  The Farrelly brothers are mostly famous for directing and producing gross-out humor romantic comedy films such as ""Dumb and Dumber"", ""Shallow Hal"", ""Me, Myself and Irene"", ""There's Something About Mary"" and the 2007 remake of ""The Heartbreak Kid"".",0.24863311648368835,0.44233399629592896,0.0,0.0,0.5454545454545454,0.3266770839691162,0.44233399629592896,0.0,0.0,0.45454545454545453,0.27015239000320435,0.387447714805603,0.0,0.0,0.45454545454545453
"Who is a Canadian retired professional ice hockey defenceman who played for nine teams in the National Hockey League, who had a Canadian ice hockey executive currently serving as Senior Advisor to the President-General Manager of the New York Rangers negotiated the playing and marketing contract?"," Barnett negotiated the playing and marketing contracts for Wayne Gretzky, Brett Hull, Jaromir Jagr, Sergei Fedorov, Paul Coffey, Joe Thornton, Mats Sundin, Lanny McDonald, Grant Fuhr, Marty McSorley, Alexander Mogilny, Owen Nolan, Daniel Sedin and Henrik Sedin and numerous others. Paul Douglas Coffey (born June 1, 1961) is a Canadian retired professional ice hockey defenceman who played for nine teams in the National Hockey League.",0.2338142693042755,0.213888019323349,0.5,0.18181818181818182,0.05,0.20761173963546753,0.29671284556388855,0.5,0.16666666666666666,0.05,0.29304271936416626,0.4036688804626465,0.5,0.16666666666666666,0.05
MAKO Surgical Corp accepted a deal from Stryker for what amount?," On September 25, 2013, the Board of Directors of Mako Surgical accepted a deal to be acquired by Stryker for $1.65B. Stryker Corporation () is a Fortune 500 medical technologies firm based in Kalamazoo, Michigan.",0.019314952194690704,0.23285210132598877,0.5,0.05555555555555555,0.8888888888888888,0.028174271807074547,0.23285210132598877,0.5,0.05555555555555555,0.8888888888888888,0.028174271807074547,0.23285210132598877,0.5,0.05555555555555555,0.8888888888888888
What do La dame blanche and Il prigioniero have in common?,"La dame blanche (""The White Lady"") is an opéra comique in three acts by the French composer François-Adrien Boieldieu. Il prigioniero (""The Prisoner"") is an opera (originally a radio opera) in a prologue and one act, with music and libretto by Luigi Dallapiccola.",0.7302907705307007,0.6384861469268799,0.0,0.0,0.5,0.6050807237625122,0.8596018552780151,0.0,0.0,0.375,0.6488513946533203,0.8204312324523926,0.0,0.0,0.375
"Raymerville - Markville East, is a community in Markham, Ontario, the name ""Markville"" came from the local major shopping mall, CF Markville (also known as ""Markville Shopping Centre"") is a shopping mall located at 5000 Highway 7 East (at McCowan Road) in Markham, Ontario, in which country?"," The name ""Markville"" came from the local major shopping mall, Markville Shopping Centre. CF Markville (also known as ""Markville Shopping Centre"") is a shopping mall located at 5000 Highway 7 East (at McCowan Road) in Markham, Ontario, Canada.",0.20019863545894623,0.18777340650558472,0.8888888888888888,0.5714285714285714,0.875,0.21741324663162231,0.18777340650558472,0.7777777777777778,0.5384615384615384,0.875,0.21741324663162231,0.18777340650558472,0.7777777777777778,0.5384615384615384,0.875
Which film that stars Will Smith is James Karen known for acting in?," Karen is best remembered for his roles in ""Poltergeist"", ""The Return of the Living Dead"", ""Invaders from Mars"", and in ""The Pursuit of Happyness"".  Directed by Gabriele Muccino, the film features Will Smith as Gardner, a homeless salesman.",0.547294020652771,0.7927974462509155,0.5,0.05555555555555555,0.0,0.2502906322479248,0.5764796137809753,0.5,0.05555555555555555,0.0,0.08535364270210266,0.09172375500202179,0.5,0.05555555555555555,0.0
"Blackjack Switch is a casino gambling game invented by Geoff Hall, and patented in what year, natural blackjacks are paid 1:1 instead of the standard 3:2, and a dealer hard 22 pushes all player hands except a natural, a croupier or dealer is someone appointed at a gambling table to assist in the conduct of the game, especially in the distribution of bets and payouts?","Blackjack Switch is a casino gambling game invented by Geoff Hall and patented in 2009. A croupier or dealer is someone appointed at a gambling table to assist in the conduct of the game, especially in the distribution of bets and payouts.",0.7154303789138794,0.6070129871368408,0.8333333333333334,0.8333333333333334,1.0,0.43582653999328613,0.6245557069778442,0.8333333333333334,0.8333333333333334,1.0,0.328399121761322,0.5175008177757263,0.8333333333333334,0.8333333333333334,1.0
Who was the barman that named a drink after the first person to walk on the moon?," He also invented cocktails to commemorate the first walk on the moon in 1969 by Neil Armstrong, and the American and Russian link-up in space in 1975. Neil Alden Armstrong (August 5, 1930 – August 25, 2012) was an American astronaut, engineer, and the first person to walk on the Moon.",0.2871822714805603,0.3266400694847107,1.0,0.07692307692307693,0.8181818181818182,0.31131982803344727,0.3266400694847107,1.0,0.07692307692307693,0.8181818181818182,0.08490464091300964,0.1178264319896698,1.0,0.07692307692307693,0.8181818181818182
"Does University of Arkansas have less students than California State University, Fullerton? "," More than 26,000 students are enrolled in over 188 undergraduate, graduate, and professional programs.  With a total enrollment of about 40,200 it has the largest student body out of the 23-campus California State University (""CSU"") system, and its approximately 5,800 graduate student body is also the largest in the CSU and one of the largest in all of California.",-0.026907416060566902,0.07067989557981491,0.3333333333333333,0.09090909090909091,0.7777777777777778,-0.04268896207213402,0.0992874950170517,0.3333333333333333,0.09090909090909091,0.7777777777777778,-0.04268896207213402,0.0992874950170517,0.3333333333333333,0.09090909090909091,0.7777777777777778
"The Invasion is a 2007 science fiction horror thriller film starring who, which is an Australian actress, producer and occasional singer?","The Invasion is a 2007 science fiction horror thriller film starring Nicole Kidman and Daniel Craig, directed by Oliver Hirschbiegel, with additional scenes written by The Wachowskis and directed by James McTeigue. Nicole Mary Kidman, AC ( , ; born 20 June 1967) is an Australian actress, producer and occasional singer.",0.44466865062713623,0.2963109314441681,1.0,0.14285714285714285,0.4444444444444444,0.3810899555683136,0.2929566502571106,1.0,0.14285714285714285,0.4444444444444444,0.4079887866973877,0.2963109314441681,1.0,0.14285714285714285,0.4444444444444444
"What is a center-right to right-wing political party in Israel, was a political party in Israel, and is one of the ancestors of A secular party?","The Free Centre (Hebrew: המרכז החופשי‎ ‎ , ""HaMerkaz HaHofshi"") was a political party in Israel, and is one of the ancestors of the modern-day Likud.  ""The Consolidation""), officially the Likud–National Liberal Movement, is a center-right to right-wing political party in Israel.",0.8810964822769165,0.6781442165374756,1.0,0.14285714285714285,0.2857142857142857,0.8002134561538696,0.6781442165374756,1.0,0.14285714285714285,0.2857142857142857,0.24161063134670258,0.20070350170135498,1.0,0.14285714285714285,0.2857142857142857
Who is a brother of Peter Gusenberg and victim of a massacre?,"Peter Gusenberg a.k.a. """"Goosey"""" (September 22, 1888 – February 14, 1929) and his brother Frank were German-American contract killers and members of Chicago's North Side Gang, the main rival to the Chicago Outfit. Frank Gusenberg (October 11, 1893 – February 14, 1929) was a German-American contract killer and a victim of the Saint Valentine's Day massacre in Chicago, Illinois.",0.5489858388900757,0.5056653618812561,1.0,0.09090909090909091,0.6,0.42732441425323486,0.5056653618812561,1.0,0.09090909090909091,0.5333333333333333,0.42732441425323486,0.5056653618812561,1.0,0.09090909090909091,0.5333333333333333
What progressive American magazine did a review of the 2009 LP of the Mirrors?," In his review of a 2009 LP of their 1970's material for ""Mother Jones"" former ""Maximumrocknroll"" editor Mark Murrmann described them as ""not as bent as the Electric Eels...nor as throttling as Rocket from the Tombs."" Mother Jones (abbreviated MoJo) is a progressive American magazine that focuses on news, commentary, and investigative reporting on topics including politics, the environment, human rights, and culture.",0.470050573348999,0.1970686912536621,0.5,0.125,0.125,0.606074333190918,0.5762692093849182,0.5,0.125,0.125,0.6736913919448853,0.8954782485961914,0.5,0.125,0.125
"Are Monastery of the Transfiguration, Kinaliada and Süreyya Opera House both Greek Orthodox monasteries? ","The Monastery of the Transfiguration, known locally as Hristo [Christ] Monastery, is a prominent Greek Orthodox monastery that has served the Greek Orthodox community of Constantinople (modern Istanbul) since the time of the Byzantine Empire. Süreyya Opera House, also called Süreyya Cultural Center (Turkish: ""Süreyya Operası or Süreyya Kültür Merkezi"" ), is an opera hall located in Kadıköy district of Istanbul, Turkey.",0.004843511618673801,0.08256413042545319,0.0,0.0,0.08333333333333333,-0.006261488422751427,0.08228014409542084,0.0,0.0,0.08333333333333333,0.8192610740661621,0.7494732737541199,0.0,0.0,0.08333333333333333
"Who is one of the principal originators of what is commonly known as the body horror or visceral horror genre, Josh Trank or David Cronenberg ?","Joshua Benjamin ""Josh"" Trank (born February 19, 1984) is an American film director, screenwriter, and editor. David Paul Cronenberg, {'1': "", '2': "", '3': "", '4': ""} (born March 15, 1943) is a Canadian filmmaker, actor and author.  Cronenberg is one of the principal originators of what is commonly known as the body horror or visceral horror genre.",0.5702425837516785,0.4533834457397461,0.5,0.3333333333333333,0.25,0.43320798873901367,0.4533834457397461,0.5,0.3333333333333333,0.25,0.43320798873901367,0.4533834457397461,0.5,0.3333333333333333,0.25
"What is a major airline operating flights from Kuala Lumpur International Airport and from secondary hubs in Kota Kinabalu and Kuching to destinations throughout Asia, Oceania and Europe, whos executive officer is a veteran in the tourism and aviation industry with over 30 years of experience in related fields ?"," He is a veteran in the tourism and aviation industry with over 30 years of experience in related fields. Malaysia Airlines Berhad (MAB) (Malay: ""Penerbangan Malaysia Berhad"" ), formerly known as Malaysian Airline System Berhad (MAS) (Malay: ""Sistem Penerbangan Malaysia"" ), branded as Malaysia Airlines, is a major airline operating flights from Kuala Lumpur International Airport and from secondary hubs in Kota Kinabalu and Kuching to destinations throughout Asia, Oceania and Europe.",0.7213425040245056,0.700215220451355,0.5714285714285714,0.36363636363636365,0.375,0.7923362255096436,0.7022145986557007,0.5714285714285714,0.3333333333333333,0.375,0.7810843586921692,0.700215220451355,0.5714285714285714,0.3333333333333333,0.375
"Why is the ethnomusicologist, Bela Viktor Janos Bartok's Piano Concerto No. 2 in G major considered notorious?","Béla Bartók's Piano Concerto No. 2 in G major, Sz.  95, BB 101 (1930–31) is the second of three piano concerti, and is notorious for being one of the most difficult pieces in the repertoire. Béla Viktor János Bartók ( ; ] ; 25 March 1881 – 26 September 1945) was a Hungarian composer, pianist and an ethnomusicologist.",0.2876434624195099,0.43700599670410156,0.5,0.058823529411764705,1.0,0.2688405215740204,0.43561697006225586,0.5,0.0625,0.9090909090909091,0.7060379385948181,0.6936254501342773,0.5,0.0625,0.9090909090909091
Were both Tian Zhuangzhuang and Marcel Varnel a chinese film director and producer? ,"Tian Zhuangzhuang (, ] ; born April 1952 in Beijing, China) is a Chinese film director and producer. Marcel Varnel (16 October 1892 – 13 July 1947) was a film director.",-0.06805796921253204,0.0077897366136312485,1.0,0.2,0.7142857142857143,0.8314023017883301,0.8383966684341431,1.0,0.18181818181818182,0.7142857142857143,-0.05494462698698044,0.0040494464337825775,1.0,0.18181818181818182,0.7142857142857143
"What is the name of the song, whose tune was originally composed for the 2006 comedy movie Jatra?","Jatra (Marathi: जत्रा ) is a 2006 Indian Marathi-language comedy movie.  The music was composed by the duo Ajay and Atul Gogavale.  Ajay and Atul later used same tune from the song ""Kombdi Palali"" when composing the item song ""Chikni Chameli"" for the Hindi film ""Agneepath"" in 2012. ""Chikni Chameli"" is a song from the 2012 Indian Hindi action thriller film ""Agneepath"", directed by Karan Malhotra and produced by Karan Johar.",0.4896661341190338,0.31922394037246704,1.0,0.16666666666666666,0.3333333333333333,0.5443259477615356,0.31922394037246704,1.0,0.16666666666666666,0.3333333333333333,0.5443259477615356,0.31922394037246704,1.0,0.16666666666666666,0.3333333333333333
