question,Vanilla_RAG_nltk_bleu,Vanilla_RAG_sacrebleu,Vanilla_RAG_rouge1,Vanilla_RAG_rouge2,Vanilla_RAG_rougeL,Vanilla_RAG_meteor,Vanilla_RAG_exact_match,Vanilla_RAG_bert_precision,Vanilla_RAG_bert_recall,Vanilla_RAG_bert_f1,LQR_RAG_nltk_bleu,LQR_RAG_sacrebleu,LQR_RAG_rouge1,LQR_RAG_rouge2,LQR_RAG_rougeL,LQR_RAG_meteor,LQR_RAG_exact_match,LQR_RAG_bert_precision,LQR_RAG_bert_recall,LQR_RAG_bert_f1,modLQR_RAG_nltk_bleu,modLQR_RAG_sacrebleu,modLQR_RAG_rouge1,modLQR_RAG_rouge2,modLQR_RAG_rougeL,modLQR_RAG_meteor,modLQR_RAG_exact_match,modLQR_RAG_bert_precision,modLQR_RAG_bert_recall,modLQR_RAG_bert_f1
 Are the Comx-35 and Sharp MZ both personal types of computers?,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9582699537277222,0.916616678237915,0.9369806051254272,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9582698345184326,0.9166164398193359,0.9369804263114929,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9582698345184326,0.9166163802146912,0.9369803667068481
"Who, Diane Wilkins or Steven Spielberg, is considered one of the founding pioneers of the New Hollywood era?",10.785809837243004,42.88819424803536,0.8,0.0,0.8,0.3448275862068965,0,0.9642529487609863,0.907636284828186,0.9350883960723877,10.785809837243004,42.88819424803536,0.8,0.0,0.8,0.3448275862068965,0,0.9642529487609863,0.907636284828186,0.9350883960723877,10.785809837243004,42.88819424803536,0.8,0.0,0.8,0.3448275862068965,0,0.9642529487609863,0.907636284828186,0.9350883960723877
"Amy Lee and TISM, are related to which genre of music?",14.95348781221221,49.99999999999999,0.6666666666666666,0.0,0.6666666666666666,0.45454545454545453,0,0.8342053890228271,0.903778612613678,0.8675994873046875,0.0,27.516060407455225,0.0,0.0,0.0,0.0,0,0.868101179599762,0.8475123643875122,0.8576831817626953,14.95348781221221,49.99999999999999,0.6666666666666666,0.0,0.6666666666666666,0.45454545454545453,0,0.8342053890228271,0.9037786722183228,0.8675994873046875
Which airport offers no passenger airline services since United Express ended flights to San Francisco; Cherry Capital Airport or Chico Municipal Airport?,56.23413251903491,100.00000000000004,1.0,1.0,1.0,0.9814814814814815,1,1.000000238418579,1.000000238418579,1.000000238418579,11.362193664674995,27.516060407455225,0.3333333333333333,0.0,0.3333333333333333,0.16666666666666666,0,0.8741152882575989,0.8459500074386597,0.8598020076751709,11.362193664674995,27.516060407455225,0.3333333333333333,0.0,0.3333333333333333,0.16666666666666666,0,0.8741152286529541,0.8459500074386597,0.8598020076751709
Nicole Mitchell is an American on-camera meteorologist that is assigned to what Air Force base named after a Mississippi native killed in France during the First World War? ,100.0,100.00000000000004,1.0,1.0,1.0,0.9921875,1,1.000000238418579,1.000000238418579,1.000000238418579,100.0,100.00000000000004,1.0,1.0,1.0,0.9921875,1,1.000000238418579,1.000000238418579,1.000000238418579,100.0,100.00000000000004,1.0,1.0,1.0,0.9921875,1,1.000000238418579,1.000000238418579,1.000000238418579
"Pseudotsuga, found in North America and Eastern Asia which has also been classified as 'Abies' and 'Tsuga' and Huernia which is found in Eastern and Southern Africa and closely related to 'Stapelia' and 'Hoodia' are both types of what?",0.0,0.0,0.0,0.0,0.0,0.0,0,0.8673121333122253,0.8632163405418396,0.8652594089508057,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8080136775970459,0.8474549055099487,0.8272644281387329,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8080136179924011,0.8474549651145935,0.8272644281387329
Juan Sebastián Cabal and John Lloyd play what sport?,0.0,0.0,0.0,0.0,0.0,0.5,0,0.9994818568229675,0.9994818568229675,0.9994818568229675,0.0,0.0,0.0,0.0,0.0,0.5,0,0.9994819760322571,0.9994819760322571,0.9994819760322571,0.0,0.0,0.0,0.0,0.0,0.5,0,0.9994819760322571,0.9994819760322571,0.9994819760322571
Kim Lip is an album made by which South Korean girl group?,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8774881362915039,0.9289177060127258,0.9024708271026611,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8774881362915039,0.9289177060127258,0.9024708271026611,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8774881362915039,0.9289177060127258,0.9024708271026611
"The Valigeria Franzi was an Italian manufacturer of leather bags and luggage founded in Milan in 1864 by Rocco Franzi, Guccio Gucci worked for the company until he set up Gucci in what year, an Italian luxury brand of fashion and leather goods, part of the Gucci Group, which is owned by the French holding company Kering?",17.78279410038923,100.00000000000004,1.0,0.0,1.0,0.5,1,0.9999998807907104,0.9999998807907104,0.9999998807907104,0.0,2.627961710408444,0.0,0.0,0.0,0.0,0,0.7607085704803467,0.8198612332344055,0.7891780138015747,0.0,2.8398387225677895,0.0,0.0,0.0,0.0,0,0.7623836398124695,0.820360004901886,0.7903099656105042
"What 45th head of state and head of government of the United States, is associated with a parish church of the Episcopal Diocese of New York?",0.0,0.0,0.0,0.0,0.0,0.0,0,0.8240934610366821,0.7407096028327942,0.7801799178123474,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8826674222946167,0.7820915579795837,0.8293414115905762,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7682254314422607,0.7471422553062439,0.7575371265411377
"""Remember the sabbath day, to keep it holy"" is one of the Ten Commandments, also known as the Decalogue, are a set of biblical laws relating to ethics and worship, which play a fundamental role, in which religions?",100.0,100.00000000000004,1.0,1.0,1.0,0.9921875,1,1.0,1.0,1.0,39.76353643835253,80.91067115702207,0.75,0.6666666666666666,0.75,0.7361111111111112,0,0.9878705143928528,0.9858514666557312,0.986859917640686,100.0,100.00000000000004,1.0,1.0,1.0,0.9921875,1,1.0,1.0,1.0
"What artist that grew up in Dumont, New Jersey, released an album on May 13, 1997 that marked the addition of their new singer?",0.0,0.0,0.0,0.0,0.0,0.0,0,0.9610689282417297,0.8267545104026794,0.8888663649559021,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8135431408882141,0.800209641456604,0.8068212866783142,14.95348781221221,27.516060407455225,0.5,0.0,0.5,0.25,0,0.9017322659492493,0.8575046062469482,0.8790624737739563
NFL Street 2 Is what kind of game that features Jeremy Shockey?,41.113361690051974,34.57207846419409,0.7272727272727273,0.6666666666666666,0.7272727272727273,0.9229651162790699,0,0.9028076529502869,0.9699783325195312,0.935188353061676,0.0,0.0,0.0,0.0,0.0,0.0,0,0.793323278427124,0.8417189121246338,0.816804826259613,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8458601236343384,0.8481557369232178,0.8470063805580139
"What actress portrayed the wife of John Proctor in the 1996 American historical drama film, The Crucible?",0.0,0.0,0.0,0.0,0.0,0.0,0,0.8480238318443298,0.8364241123199463,0.8421839475631714,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8542137742042542,0.8121483325958252,0.8326501250267029,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8837476968765259,0.8596771955490112,0.8715462684631348
"Nike Flywire is a thread, composed of Vectran or nylon, and developed by which American multinational corporation that is engaged in the design, development, manufacturing, and worldwide marketing and sales of footwear, apparel, equipment, accessories, and services?",0.0,4.9787068367863965,0.0,0.0,0.0,0.0,0,0.900748610496521,0.8407672047615051,0.8697249293327332,0.0,4.9787068367863965,0.0,0.0,0.0,0.0,0,0.900748610496521,0.8407672047615051,0.8697249293327332,0.0,4.9787068367863965,0.0,0.0,0.0,0.0,0,0.900748610496521,0.8407672047615051,0.8697249293327332
Who fought as both a welter weight and middle weight under teacher Mark Dellagrotte?,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8831289410591125,0.7606351375579834,0.8173179626464844,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7533739805221558,0.7696006298065186,0.7614008784294128,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7652623653411865,0.7722868919372559,0.7687585949897766
What genre is the Dumb and Dumber Moive?,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8809240460395813,0.8197427988052368,0.8492329120635986,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8809241056442261,0.819742739200592,0.8492329120635986,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8809240460395813,0.8197427988052368,0.8492329120635986
"Who is a Canadian retired professional ice hockey defenceman who played for nine teams in the National Hockey League, who had a Canadian ice hockey executive currently serving as Senior Advisor to the President-General Manager of the New York Rangers negotiated the playing and marketing contract?",0.0,0.0,0.0,0.0,0.0,0.0,0,0.9204351902008057,0.7848417162895203,0.8472476601600647,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8796963095664978,0.8196424245834351,0.8486082553863525,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8619944453239441,0.8208867311477661,0.8409385681152344
MAKO Surgical Corp accepted a deal from Stryker for what amount?,17.78279410038923,100.00000000000004,1.0,0.0,1.0,0.5,1,0.9999997615814209,0.9999997615814209,0.9999997615814209,17.78279410038923,100.00000000000004,1.0,0.0,1.0,0.5,1,0.9999997615814209,0.9999997615814209,0.9999997615814209,17.78279410038923,100.00000000000004,1.0,0.0,1.0,0.5,1,0.9999997615814209,0.9999997615814209,0.9999997615814209
What do La dame blanche and Il prigioniero have in common?,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7486093044281006,0.8212738037109375,0.7832598686218262,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7633976340293884,0.818766176700592,0.790113091468811,1.4283632578659289,2.445593937240363,0.13333333333333333,0.0,0.13333333333333333,0.2173913043478261,0,0.7671319842338562,0.8205415606498718,0.7929384112358093
"Raymerville - Markville East, is a community in Markham, Ontario, the name ""Markville"" came from the local major shopping mall, CF Markville (also known as ""Markville Shopping Centre"") is a shopping mall located at 5000 Highway 7 East (at McCowan Road) in Markham, Ontario, in which country?",17.78279410038923,100.00000000000004,1.0,0.0,1.0,0.5,1,0.9999998211860657,0.9999998211860657,0.9999998211860657,17.78279410038923,100.00000000000004,1.0,0.0,1.0,0.5,1,0.9999998211860657,0.9999998211860657,0.9999998211860657,17.78279410038923,100.00000000000004,1.0,0.0,1.0,0.5,1,0.9999998211860657,0.9999998211860657,0.9999998211860657
Which film that stars Will Smith is James Karen known for acting in?,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8264925479888916,0.817020833492279,0.8217293620109558,1.230068628846377,1.8160849415439309,0.1,0.0,0.1,0.09615384615384617,0,0.8070166707038879,0.8180747032165527,0.8125081062316895,0.0,0.0,0.0,0.0,0.0,0.11904761904761905,0,0.8669235110282898,0.8270324468612671,0.8465083241462708
"Blackjack Switch is a casino gambling game invented by Geoff Hall, and patented in what year, natural blackjacks are paid 1:1 instead of the standard 3:2, and a dealer hard 22 pushes all player hands except a natural, a croupier or dealer is someone appointed at a gambling table to assist in the conduct of the game, especially in the distribution of bets and payouts?",0.0,6.567274736060395,0.0,0.0,0.0,0.0,0,0.8166909217834473,0.8265817761421204,0.8216065764427185,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7810815572738647,0.8218515515327454,0.8009480237960815,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7891391515731812,0.8245972394943237,0.8064786195755005
Who was the barman that named a drink after the first person to walk on the moon?,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9542583227157593,0.8598008155822754,0.9045703411102295,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8245896100997925,0.8710064888000488,0.8471627235412598,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8154432773590088,0.8732491731643677,0.8433568477630615
"Does University of Arkansas have less students than California State University, Fullerton? ",0.0,0.0,0.0,0.0,0.0,0.0,0,0.9582699537277222,0.916616678237915,0.9369806051254272,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9648408889770508,0.9297503232955933,0.9469706416130066,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9648407697677612,0.9297501444816589,0.946970522403717
"The Invasion is a 2007 science fiction horror thriller film starring who, which is an Australian actress, producer and occasional singer?",31.6227766016838,100.00000000000004,1.0,1.0,1.0,0.9375,1,1.0000007152557373,1.0000007152557373,1.0000007152557373,14.95348781221221,55.03212081491043,0.5,0.0,0.5,0.25,0,0.9918016791343689,0.9890819787979126,0.9904400110244751,31.6227766016838,100.00000000000004,1.0,1.0,1.0,0.9375,1,1.0000004768371582,1.0000004768371582,1.0000004768371582
"What is a center-right to right-wing political party in Israel, was a political party in Israel, and is one of the ancestors of A secular party?",0.0,0.0,0.0,0.0,0.0,0.0,0,0.775387167930603,0.7964962720870972,0.7857999801635742,0.0,0.0,0.0,0.0,0.0,0.0,0,0.774770200252533,0.7941666841506958,0.7843485474586487,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7753871083259583,0.7964963316917419,0.7857999801635742
Who is a brother of Peter Gusenberg and victim of a massacre?,31.6227766016838,100.00000000000004,1.0,1.0,1.0,0.9375,1,0.9999997019767761,0.9999997019767761,0.9999997019767761,31.6227766016838,100.00000000000004,1.0,1.0,1.0,0.9375,1,0.9999997615814209,0.9999997615814209,0.9999997615814209,31.6227766016838,100.00000000000004,1.0,1.0,1.0,0.9375,1,0.9999997615814209,0.9999997615814209,0.9999997615814209
What progressive American magazine did a review of the 2009 LP of the Mirrors?,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8447526693344116,0.806271493434906,0.8250637054443359,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8428296446800232,0.7876955270767212,0.814330518245697,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8428296446800232,0.7876956462860107,0.8143304586410522
"Are Monastery of the Transfiguration, Kinaliada and Süreyya Opera House both Greek Orthodox monasteries? ",0.0,0.0,0.0,0.0,0.0,0.0,0,0.9625458717346191,0.9251653552055359,0.9434854388237,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9625458717346191,0.9251652956008911,0.9434854388237,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7992449998855591,0.8514156937599182,0.8245058655738831
"Who is one of the principal originators of what is commonly known as the body horror or visceral horror genre, Josh Trank or David Cronenberg ?",10.785809837243004,42.88819424803536,0.8,0.0,0.8,0.3448275862068965,0,0.9450417757034302,0.9233064651489258,0.9340476989746094,10.785809837243004,42.88819424803536,0.8,0.0,0.8,0.3448275862068965,0,0.9450417757034302,0.9233063459396362,0.9340476393699646,10.785809837243004,42.88819424803536,0.8,0.0,0.8,0.3448275862068965,0,0.9450417757034302,0.9233063459396362,0.9340476393699646
"What is a major airline operating flights from Kuala Lumpur International Airport and from secondary hubs in Kota Kinabalu and Kuching to destinations throughout Asia, Oceania and Europe, whos executive officer is a veteran in the tourism and aviation industry with over 30 years of experience in related fields ?",9.069748827745896,55.03212081491043,0.4,0.0,0.4,0.17241379310344826,0,0.9820529222488403,0.8473353385925293,0.909733772277832,19.180183554164504,60.653065971263366,0.8,0.6666666666666666,0.8,0.6465517241379309,0,0.9750792980194092,0.8456872701644897,0.9057856798171997,9.069748827745896,55.03212081491043,0.4,0.0,0.4,0.17241379310344826,0,0.9820529222488403,0.8473352789878845,0.909733772277832
"Why is the ethnomusicologist, Bela Viktor Janos Bartok's Piano Concerto No. 2 in G major considered notorious?",83.85766789076257,85.07331335123531,0.888888888888889,0.8799999999999999,0.888888888888889,0.9157654792196778,0,0.9719149470329285,0.9859737157821655,0.9788938760757446,49.60719660230828,49.6706736311865,0.7222222222222222,0.6470588235294118,0.7222222222222222,0.9268808114961962,0,0.8633460402488708,0.9631813764572144,0.9105353355407715,36.314748337164254,37.56881561469425,0.6111111111111112,0.4705882352941177,0.6111111111111112,0.8412698412698414,0,0.8993604779243469,0.9583643674850464,0.9279254078865051
Were both Tian Zhuangzhuang and Marcel Varnel a chinese film director and producer? ,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9993354082107544,0.9993354082107544,0.9993354082107544,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7791510820388794,0.8414121270179749,0.8090856075286865,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7699070572853088,0.8266494274139404,0.7972699999809265
"What is the name of the song, whose tune was originally composed for the 2006 comedy movie Jatra?",0.0,0.0,0.0,0.0,0.0,0.0,0,0.8743295669555664,0.8589077591896057,0.866550087928772,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8743295073509216,0.8589078187942505,0.866550087928772,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8743295073509216,0.8589078187942505,0.866550087928772
"Who is an American singer, songwriter, actress and LGBT rights activist who released a 1985 song  for the film ""The Goonies""?",0.0,9.138402379955025,0.0,0.0,0.0,0.0,0,0.8815566301345825,0.8219062089920044,0.8506870269775391,0.0,9.138402379955025,0.0,0.0,0.0,0.0,0,0.881556510925293,0.8219062089920044,0.8506869673728943,3.336574130316504,5.804285916064729,0.28571428571428575,0.0,0.28571428571428575,0.10638297872340426,0,0.8654372692108154,0.827556848526001,0.8460733294487
"When was Elvis Presley's ""G.I. Blues"" which was released for the motion picture ""G.I. Blues""'s soundtrack?",17.78279410038923,100.00000000000004,1.0,0.0,1.0,0.5,1,1.0,1.0,1.0,17.78279410038923,100.00000000000004,1.0,0.0,1.0,0.5,1,1.0,1.0,1.0,17.78279410038923,100.00000000000004,1.0,0.0,1.0,0.5,1,1.0,1.0,1.0
"Iuty was an ancient Egyptian vizier presumably of the Late New Kingdom whose family tomb made up of bricks was discovered in December 1964 by the Egyptian archaeologist Shafik Farid, in the so-called ""Cemetery of the Nobles"" of Bubastis (Tell Basta), A calcite canopic jar (representing Duamutef) belonging to Iuty’s son, the high-priest of which ,  goddess in ancient Egyptian religion, worshiped as early as the 2nd Dynasty (2890 BCE)?",17.78279410038923,100.00000000000004,1.0,0.0,1.0,0.5,1,0.9999997615814209,0.9999997615814209,0.9999997615814209,4.08248290463863,6.567274736060395,0.2857142857142857,0.0,0.2857142857142857,0.33333333333333337,0,0.8292012214660645,0.8542416095733643,0.841535210609436,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8147823214530945,0.812753438949585,0.813766598701477
"""Gasoline"" is a song by which American singer and songwriter?",17.78279410038923,100.00000000000004,1.0,0.0,1.0,0.5,1,1.0000001192092896,1.0000001192092896,1.0000001192092896,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8677064180374146,0.8011117577552795,0.8330802917480469,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8677065968513489,0.8011118769645691,0.8330804705619812
"Who was an English furniture manufacturer, who founded an English furniture making firm based in Lancaster, Lancashire, and in London?",0.0,0.0,0.0,0.0,0.0,0.2631578947368421,0,0.8464823961257935,0.7751175165176392,0.8092296123504639,14.95348781221221,49.99999999999999,0.5,0.0,0.5,0.25,0,0.9984253644943237,0.9984253644943237,0.9984253644943237,14.95348781221221,49.99999999999999,0.5,0.0,0.5,0.25,0,0.9984254837036133,0.9984254837036133,0.9984254837036133
"WMHT-FM is the callsign of a classical music and NPR radio station licensed to Schenectady, New York, it is sister station to WMHT, a member of which organization?",17.78279410038923,100.00000000000004,1.0,0.0,1.0,0.5,1,0.9999998807907104,0.9999998807907104,0.9999998807907104,0.0,6.567274736060395,0.0,0.0,0.0,0.0,0,0.7783054709434509,0.8255321383476257,0.8012235164642334,1.3217947626377298,1.8160849415439309,0.125,0.0,0.125,0.20833333333333337,0,0.7516242265701294,0.8242269158363342,0.7862530946731567
"Sung Joon is a South Korean actor and model, he also appeared in which 2013 horror omnibus film made up of four episodes by four South Korean directors?",6.985342056580097,20.556680845025987,0.4,0.25,0.4,0.5514705882352942,0,0.8431368470191956,0.8998692035675049,0.8705797791481018,6.985342056580097,20.556680845025987,0.4,0.25,0.4,0.5514705882352942,0,0.8431368470191956,0.8998690843582153,0.8705796599388123,56.23413251903491,100.00000000000004,1.0,1.0,1.0,0.9814814814814815,1,1.0000004768371582,1.0000004768371582,1.0000004768371582
"Titans is an upcoming American television series that will air on an unnamed DC Comics digital service, based on the DC Comics team of the same name, Teagan Croft is which fictional superheroine?",0.0,0.0,0.0,0.0,0.0,0.0,0,0.8106774091720581,0.8377457857131958,0.8239893317222595,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8043918609619141,0.8256244659423828,0.8148698806762695,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8145093321800232,0.8256369233131409,0.8200353980064392
"Lee Klancher is a photographer and writer who has contributed words and images to more than 30 books, as well as dozens of national magazines, including ""Men’s Journal"", a monthly men's lifestyle magazine focused on outdoor recreation and comprising editorials on the outdoors, environmental issues, health and fitness, style and fashion, and gear, and founded in which year?",0.0,0.0,0.0,0.0,0.0,0.0,0,0.7998014092445374,0.8284059166908264,0.8138524293899536,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7835483551025391,0.8368780016899109,0.8093355298042297,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7822314500808716,0.8272419571876526,0.8041073083877563
"What bands original members consisted of vocalist Tom Meighan, guitarist and vocalist Sergio Pizzorno, guitarist Chris Karloff, and bassist Chris Edwards, Birdland or Kasabian?",17.78279410038923,100.00000000000004,1.0,0.0,1.0,0.5,1,1.0,1.0,1.0,17.78279410038923,100.00000000000004,1.0,0.0,1.0,0.5,1,0.9999999403953552,0.9999999403953552,0.9999999403953552,17.78279410038923,100.00000000000004,1.0,0.0,1.0,0.5,1,1.0,1.0,1.0
what famous actor was Marc Pickering Working with in Sleepy Hollow?,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7120507955551147,0.7988314628601074,0.7529488801956177,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7120507955551147,0.7988314628601074,0.7529488801956177,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7701815366744995,0.7945939302444458,0.7821972966194153
"What mountain is the eighth highest mountain in the world,  Langtang Ri or Manaslu",17.78279410038923,100.00000000000004,1.0,0.0,1.0,0.5,1,1.0,1.0,1.0,17.78279410038923,100.00000000000004,1.0,0.0,1.0,0.5,1,0.9999998807907104,0.9999998807907104,0.9999998807907104,17.78279410038923,100.00000000000004,1.0,0.0,1.0,0.5,1,1.0,1.0,1.0
