level,translated_question,translated_answer,translated_context,retrieved_context,final_answer,retriever_time,generator_time,total_time
medium,میک کولک بمقابلہ میری لینڈ کیس اور ان ری گالٹ فیصلہ دونوں کا فیصلہ کس حکومتی ادارے نے کیا؟,سپریم کورٹ,"میک کولچ بمقابلہ میری لینڈ (17 جنوری 1819) ، ریاستہائے متحدہ کا ایک تاریخی فیصلہ تھا ، جس میں ریگولٹ (387 جنوری 1967) نے کہا تھا کہ جرائم میں ملوث نوجوانوں کو بالغوں کی طرح ہی مناسب طریقہ کار کے حقوق فراہم کیے جانا چاہئے ، جیسے الزامات کی بروقت اطلاع دینے کا حق ، گواہوں کا سامنا کرنے کا حق ، خود کو مجرم قرار دینے کے خلاف حق ، اور وکیل کا حق۔","جوآن سیبسٹین کیبل اور رابرٹ فراہ دفاعی چیمپئن تھے ، لیکن دونوں نے حصہ نہ لینے کا فیصلہ کیا۔ <br>
فاریکس ٹریڈنگ کیا ہے؟ ایک ماہانہ میگزین ہے جو لاطینی امریکہ اور کیریبین میں عالمی کاروبار کا احاطہ کرتا ہے
۔ مارگریٹ ٹیچر کی حکومت نے فوری طور پر اس بات کا فیصلہ کیا کہ انہیں محفوظ راستہ نہیں دیا جائے گا۔",میری لینڈ کیس اور میک کولک بمقابلہ دونوں کا فیصلہ مارگریٹ ٹیچر کی حکومت نے کیا۔,0.043998718,6.063273907,6.107272625
medium,"کون سا پیشہ ور پوکر کھلاڑی ، 50 سال سے زیادہ کے تجربے کے ساتھ ، 1979 مکسڈ ڈبلز - کوئی حد ہولڈم جیت گیا؟",ڈویل برنسن,"اسٹارلا براڈی نے 1979 میں مکسڈ ڈبلز ، نو لمیٹ ہولڈم اور 1995 میں $ 1,000 لیڈیز ، لمیٹ 7 کارڈ اسٹڈ ایونٹ جیت لیا تھا۔ ڈویل ایف برنسن (پیدائش 10 اگست ، 1933) ایک امریکی پوکر کھلاڑی ہے جو پیشہ ورانہ طور پر 50 سال سے زیادہ عرصے سے کھیل رہا ہے۔","۔ یہ گانا سنہ 1979 میں امریکی ملک موسیقی کے فنکار جیری ریڈ نے بھی ریکارڈ کیا تھا اور اسے نومبر 1979 میں اپنے البم """"ٹیکساس باؤنڈ اینڈ فلائن"""" سے ریلیز کیا تھا
""میٹل ڈوہان (عبرانی: میتل دوہان ، 24 اگست 1979 کو پیدا ہوا) ایک اسرائیلی اداکارہ اور اداکارہ ہے۔ اس نے اسٹریٹجک فلموں میں بھی کام کیا ہے
۔ اس نے ووڈی ایلن کی بہترین دوست کی بیوی کے طور پر ایک چھوٹا سا کردار ادا کیا تھا مین ہیٹن (1979)",1979 میکسڈ ڈبلز کوئی حد ہولڈم نہیں جیت گیا!,0.036930084,4.571729898,4.608659983
medium,امریکی بحریہ کے بحری جہاز کیٹینری کو کس ریاست میں واقع ایک اکیڈمی کو فروخت کیا گیا؟,نیو یارک,"گبز گیس انجن کمپنی کے ذریعہ تعمیر کیا گیا اور 1962 کے اوائل میں کمیشن کیا گیا ، یہ جہاز 30 سال سے زیادہ عرصے تک یو ایس سی جی کے حصے کے طور پر کام کرتا رہا ، اس کے بعد اسے 1995 کے وسط میں بند کردیا گیا اور ریاستہائے متحدہ کی مرچنٹ میرین اکیڈمی کو فروخت کردیا گیا۔ ریاستہائے متحدہ کی مرچنٹ میرین اکیڈمی (USMMA یا کنگز پوائنٹ کے نام سے بھی جانا جاتا ہے) ریاستہائے متحدہ کی پانچ سروس اکیڈمیوں میں سے ایک ہے۔","شارہم ایک بندرگاہ اسٹیشن تھا جو لانگ آئلینڈ ریلوے روڈ کی پورٹ جیفرسن برانچ پر وڈنگ ریور ایکسٹینشن پر واقع تھا
میں بین الاقوامی تعلقات کے لئے وقف پہلا امریکی رسالہ تھا
میں البم کی ترقی اوریگون اسٹوڈیو میں پورے تخلیقی عمل کے دوران ملک سے کہیں زیادہ امریکن ہوگئی",نیویارک STATE,0.044623375,0.977384567,1.022007942
medium,فلوریڈا اٹلانٹک یونیورسٹی اور ازمیر انسٹی ٹیوٹ آف ٹکنالوجی دونوں فلوریڈا میں ہیں؟,نہیں,"فلوریڈا اٹلانٹک یونیورسٹی (انگریزی: Florida Atlantic University) ایک سرکاری یونیورسٹی ہے جو فلوریڈا کے شہر بوکا رتن میں واقع ہے۔ اس کے پانچ سیٹلائٹ کیمپس فلوریڈا کے شہروں ڈینیہ بیچ ، ڈیو ، فورٹ لاؤڈرڈیل ، جوپیٹر ، اور فورٹ پیرس میں واقع ہیں۔ یہ یونیورسٹی ازمیر میں واقع ایک سرکاری تحقیقی یونیورسٹی ہے۔","۔ اس میں انتھونی گرین ، ویلیری ایڈمنڈ ، اسٹیورٹ میک کوری اور نٹالی والٹر بھی شامل ہیں۔
۔ گولڈن بیئر ایوارڈ انگر برگ مین کی ہدایت کاری میں سویڈش فلم سمولٹرونسٹلیٹ کو دیا گیا تھا۔
۔ اپنی چوتھی اور آخری سینیٹ کی مدت میں ، ٹالبٹ کو سینیٹ کا صدر منتخب کیا گیا تھا۔",نہیں,0.038594484,1.236642122,1.275236607
medium,اس البم میں خواتین کی ہانکی ٹاک تھی اور اسٹیون ٹائلر کی خصوصیت کا آخری ہفتہ تھا؟,اسے خون بہنے دو,"""یہ ایک واحد واحد ریلیز کے طور پر جاری کیا گیا تھا (اگرچہ ایک ملک کا ورژن """"Let It Bleed"""" پر شامل کیا گیا تھا) 4 جولائی 1969 کو برطانیہ میں اور ایک ہفتے بعد ریاستہائے متحدہ میں ، یہ دونوں ممالک میں چارٹس میں سب سے اوپر تھا۔ یہ بینڈ کے 1969 کے امریکی دورے کے فورا بعد جاری کیا گیا تھا ، یہ 1968 کے """"بیگرز بینکٹ"""" کا فالو اپ ہے اور یہ بینڈ کا آخری البم ہے جس میں برائن جونز کے ساتھ ساتھ ساتھ مک ٹیلر بھی شامل ہیں۔""","سرگرمیوں کی کمیٹی کو بتایا کہ کارنوفسکی کمیونسٹ پارٹی کا رکن تھا
کول ویٹرز ڈی سی کامکس کی ایک افسانوی سپر ہیروئن ہے۔ وہ ٹین ٹائٹنز کی سابقہ ممبر ہیں۔
۔ انہوں نے اسٹیلہ میک کارٹنی اور حسین چالیان سمیت مشہور فیشن ڈیزائنرز کی رہنمائی کی","نہیں، اس البم میں خواتین کی ٹاک تھی اور اسٹیون ٹائلر کی خصوصیت کا آخری ہفتہ نہیں تھا، کارنوفسکی کمیونسٹ پارٹی کا رکن نہیں تھا۔",0.047047615,10.46476936,10.51181698
medium,لیس بریور نے کس شہر میں واقع ایک کالج کی بنیاد رکھی؟,بار ہاربر,"لیس بریور کالج آف اٹلانٹک (سی او اے) ایک نجی ، لبرل آرٹس کالج ہے جو ریاستہائے متحدہ امریکہ کے ماؤنٹ ڈسٹریٹ جزیرے پر واقع ہے۔","تھا اور ان کے ڈیزائن کی نقلیں مندرجہ ذیل صدیوں تک جاری رہی
بچے مہاراجا دلیپ سنگھ نے کی تھی ، جو لاہور میں برطانوی حراست میں تھا
ہے جو امریکی خارجہ پالیسی اور بین الاقوامی امور میں مہارت رکھتی ہے",لیس بریور نے لاہور میں کالج کی بنیاد رکھی ہے .,0.034861565,3.883470297,3.918331861
medium,"""برطانوی ماہر فلکیات اور موسیقار نے """"این جی سی 4454"""" نامی ایک بارڈ سرپل کہکشاں دریافت کی ہے۔""",ولیم ہرشل,"این جی سی 4454 ایک بارڈ سرپل کہکشاں ہے جو کنواری کے نکشتر میں واقع ہے ، جو تقریبا 123 123 ملین روشنی کے سال دور ہے۔ این جی سی 4454 کو ماہر فلکیات ولیم ہرشل نے 17 اپریل ، 1784 کو دریافت کیا تھا۔ فریڈرک ولیم ہرشل ، (جرمن: فریدریک ولہیم ہرشل ، 15 نومبر 1738 - 25 اگست 1822) ایک برطانوی ماہر فلکیات اور موسیقار تھا ، جو جرمن اور چیک یہودی نژاد تھا۔","۔ اس نے اپنی جلد کو جلائے ہوئے کورک سے سیاہ کردیا اور براڈوے اور دیگر جگہوں پر """"بلیک کون"""" کی حیثیت سے اداکاری کی
""روزی بیٹی: دی بیٹی اینڈ دی بیسٹ کی کہانی کا ایک نیا ورژن ہے جو روبن میک کینلی نے اپنی پہلی کہانی """"بیٹی اینڈ دی بیسٹ"""" کے ساتھ شائع کیا تھا۔""
این جی سی 4454 ایک بارڈ سرپل کہکشاں ہے جو کنواری کے نکشتر میں واقع ہے اور 17 اپریل 1784 کو دریافت کی گئی تھی۔","اس نے اپنی پچیسکے سے سیاہ کردیا اور براڈوے اور دیگر جگہوں پر اداکاری کی نہیں، وہ بارڈ سرپل کہکشاں این جی سی 4454 دریافت کرنے والا ماہر فلکیات اور موسیقار تھا۔",0.049353361,16.34051347,16.38986683
medium,"آپ کو آواز کے سبق حاصل کرنے کے لئے زیادہ امکان کون ہو گا، فرش Jansen یا جیمی سینٹ جیمز",فرش جانسن,"""جیمس سینٹ جیمز (انگریزی: James St. James) ایک ڈچ گلوکار، گانا لکھنے والا اور گلوکارہ ہے۔ وہ گلیم میٹل بینڈ """"بلیک این بلیو"""" کے لیڈ گلوکار اور بنیادی گانا لکھنے والے ہیں۔ انہوں نے وارنٹ کے 2006 کے البم """"بارن اگین"""" پر گانا گایا (اور کئی پٹریوں میں شریک لکھا) ۔""","۔ لی کوکا کی انٹرنیٹ ویڈیوز مقبول ہیں ، جس میں لیڈی گاگا کے الیگزینڈر کی اس کی پیروڈی تین ملین سے زیادہ ویوز پر مشتمل ہے
۔ پیٹر گوزنبرگ نے ایک بدمعاش گینگ جنگ کے دوران ال کیپون پر بدنام زمانہ حملے میں حصہ لیا۔
۔ اس کے علاوہ ، آن لائن جوئے بازی کے اڈوں میں یہ کھیل پیش کیا جاتا ہے ، جو روایتی ملٹی پلیئر ٹیکساس ہولڈم پر مبنی ہے۔","لی کاکا نہیں، پیٹر گوزنبرگ ہے۔",0.110116959,3.668168068,3.778285027
medium,شمالی برائٹن میں کون سا ادارہ 1898 میں قائم کیا گیا تھا؟,منڈا انکارپوریٹڈ,"شمالی برائٹن جنوبی آسٹریلیا میں ایڈلیڈ کا ایک مضافاتی علاقہ ہے۔ اس مضافاتی علاقے کے شمالی حصے میں برائٹن سیکنڈری اسکول اور منڈا انکارپوریٹڈ کا کیمپس ہے۔ منڈا انکارپوریٹڈ ، جو 1898 میں قائم ہوا تھا ، ایڈلیڈ ، جنوبی آسٹریلیا میں ذہنی معذوری کے ساتھ بچوں اور بالغوں کو مدد فراہم کرتا ہے اور ریاست میں معذوری کی سب سے بڑی غیر سرکاری تنظیم ہے۔","نسبتا مختصر اشاعت تھی، اکتوبر 1901 میں اس کا پہلا شمارہ شروع ہوا اور دسمبر 1916 میں اس کا آخری شمارہ تھا.""
۔ بیٹس کالج انسٹی ٹیوٹ کی بنیاد 1898 میں رکھی گئی تھی ، جس میں پرائمری ، ہائی اسکول اور ابتدائی کالج کی تعلیم فراہم کی جاتی تھی۔ وائر گراس ریجن میں سب سے قدیم تعلیمی اداروں میں سے ایک ، اسکول میں 1918 تک 250 سے زیادہ طلباء تھے
شیرلی سیریز کا پہلا حصہ ، جو 1908 میں شائع ہوا تھا",شمالی برائٹن میں بیٹس کالج انسٹی ٹیوٹ 1898 میں قائم کیا گیا تھا۔,0.048319578,5.234458685,5.282778263
medium,کینیڈا کے شہر مونٹریال میں ایک بڑے پیمانے پر قتل عام کے بعد خودکشی کرنے والے شخص کا نام کیا ہے؟,مارک لیپین,"""اس نے چار خواتین کو قتل کیا اور دس دیگر خواتین اور چار مردوں کو زخمی کیا اور خود کو گولی مار لی۔ مارک لیپین (مردہ: Marc Lépin ، پیدا ہوا: 26 اکتوبر 1964 - 6 دسمبر 1989) مونٹریال ، کیوبیک سے تعلق رکھنے والا ایک کینیڈین بڑے پیمانے پر قاتل تھا ، جس نے 1989 میں مونٹریال قتل عام کے نام سے بھی جانا جاتا ہے ، جس میں 14 خواتین کو قتل کیا گیا ، اور 10 خواتین اور چار مردوں کو زخمی کیا۔ """"","۔ اس شام کے لئے ماسٹر آف سیریمونیز ایس او ڈی کے گلوکار بیلی میلانو تھے۔ کنسرٹ کا اہتمام والٹر مورگن نے کیا۔
۔ کچھ لوگ میک ایون کو اپنے دن کے سب سے بااثر اخبار کے کھیلوں کے صحافیوں میں شامل ہونے کا سہرا دیتے ہیں۔
۔ ہر مختصر فلم ایک یا ایک سے زیادہ اخلاقی یا اخلاقی پریشانیوں کا سامنا کرنے والے کرداروں کی کھوج کرتی ہے۔",مونٹریال میں قتل عام کا نام جیمز برائن ہے۔,0.04834342,3.670135021,3.718478441
medium,ریہانا کے Rated R البم سے کون سا گانا نمونے لینے دیں؟,ٹی امو,"""اس گانے میں ریہانا کے """"ٹی امو"""" کا نمونہ لیا گیا ہے ، جو اسی پروڈکشن ٹیم ، اسٹار گیٹ نے بھی تیار کیا تھا۔ """"ٹی امو"""" (انگریزی: """"I Love You"""") بارباڈوس کی ریکارڈنگ آرٹسٹ ریہانا کا ایک گانا ہے جو اس کے چوتھے اسٹوڈیو البم ، """"ریٹڈ آر"""" (2009) سے ہے۔""","۔ یونانی آرتھوڈوکس عیسائیت نے روایتی طور پر عیسائی راہبوں اور راہبوں کی روایات پر بھاری زور دیا ہے ، جس کی ابتداء مشرق وسطی اور اناطولیہ میں ہے
۔ یہ فلم جیمز پو اور میڈ رابرٹس نے تیار کی تھی۔ کہانی ایک نوجوان لڑکی کے بارے میں ہے جو ایک ڈاکٹر سے ملتی ہے جو جنگلی طرف رہتا ہے۔
۔ یہ فلم رابرٹ رامیرز نے ہدایت کی تھی ، جو اسکولسٹک انٹرٹینمنٹ اور بگ ریڈ ڈاگ پروڈکشنز نے تیار کی تھی۔",ریہانا کے Rated R البم سے گانا نمونے لینے نہیں دیئے جاتے ہیں کیونکہ پتہ نہیں ہے کہ کوئی گانا نمونہ لینے دیا گیا ہے۔,0.046946764,11.42509651,11.47204328
medium,کیا رابن میک کینلی اور انیتا ڈائمنڈ دونوں امریکی مصنفین ہیں؟,"ہاں، ہاں","جینیفر کیرولین رابن میک کینلی (پیدائش 16 نومبر 1952) ، جو رابن میک کینلی کے نام سے مشہور ہیں ، فنتاسی اور بچوں کی کتابوں کی ایک امریکی مصنفہ ہیں۔ انیتا ڈائمنڈ (پیدائش 27 جون 1951) افسانہ اور غیر افسانہ کتابوں کی ایک امریکی مصنفہ ہیں۔","ریجنل کمپینی ایئرین یورپین منزلیں
۔ اس کی بنیادی سرگرمی چین میں فورڈ اور مازدا برانڈ کی مسافر کاروں کی تیاری اور فروخت تھی۔
۔ اس فلم میں ڈیان بار ، رابرٹ وان ، ارنسٹ بورگنی ، یاسمین بلیتھ اور جینی میک کارتی بھی شامل ہیں۔","نہیں، وہ نہیں امریکی مصنفین ہیں۔",0.041757584,4.169237614,4.210995197
medium,ایڈون ایچ آرمسٹرانگ ہاؤس پر مشتمل کاؤنٹی کی آبادی کتنی ہے؟,"949،113،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،XNUMX،","ایڈون آرمسٹرانگ ہاؤس ، جو نیو یارک کے ویسٹچیسٹر کاؤنٹی میں واقع ہے ، کو نیشنل رجسٹر آف ہسٹورک پلیسز میں درج کیا گیا ہے ، لیکن اس کے بعد اسے مسمار کردیا گیا ہے۔ 2010 کی مردم شماری کے مطابق ، کاؤنٹی کی آبادی 94,913 ، 2016 تک 2.7٪ سے بڑھ کر 974,542 ، XNUMX،XNUMX تک پہنچ گئی تھی۔","ڈیٹرائٹ اور پونٹیک ، مشی گن کے درمیان چلائی جاتی تھی
، اسٹیون اسٹریٹ ، اور لنڈا کارٹر پرنسپل پاورز کے طور پر ہیں
۔ اس کی بنیادی سرگرمی چین میں ڈی ایس آٹوموبائلز برانڈ مسافر کاروں کی تیاری اور فروخت ہے۔",ایڈون ایچ آرمسٹرانگ ہاؤس کا حساب کبھی نہیں کیا گیا تاکہ اس کی آبادی کتنی ہے۔,0.047423601,8.344309092,8.391732693
medium,مندرجہ ذیل میں سے کون سا اوپیرا پانچ اعمال پر مشتمل ہے: انا بولینا یا میریل؟,میریل,"""اننا بولینا """"ایک افسوسناک اوپیرا ہے جو دو ایکٹ میں ہے ، جو گیٹانو ڈونیزٹی نے لکھا ہے۔ میریلی ایک 1864 اوپیرا ہے جو چارلز گنوڈ نے فرانسیسی لیبریٹو پر لکھا ہے ، جو فریڈرک میسٹرا کے """"میریلو"""" کے بعد ہے۔""","۔ اس کی یادداشت ، میری کچن وارز ، ڈوروتی لومن کے ذریعہ ایک خاتون اداکار کے طور پر پیش کی گئی تھی۔
۔ یہ مستقل طور پر نیشنل میرٹ سیمی فائنل کے لئے ریاست کے اعلی اضلاع میں درجہ بندی کرتا ہے۔
۔ یہ پانی میں گھلنشیل ہے اور عام طور پر صنعتی سالوینٹ کے طور پر استعمال ہوتا ہے۔",مرلی ہے۔,0.122016668,1.593841314,1.715857983
medium,جرمن موسیقار رچرڈ ویگنر کے تین ایکٹ اوپیرا کو یو ایریک لاؤفنبرگ نے بیروتھ فیسٹیول میں ہدایت کی؟,پارسیفال,"""یو ایریک لاؤفنبرگ (پیدائش: 11 دسمبر 1960) ایک جرمن اداکار ، اسٹیج ڈائریکٹر ، اور تھیٹر مینیجر ہے جس نے بین الاقوامی اوپیرا گھروں اور تہواروں میں ہدایت کی ہے ، جیسے ویانا اسٹیٹ اوپیرا میں """"الیکٹرا"""" اور بیروئتھ فیسٹیول میں """"پارسیفال""""۔ پارسیفال (WWV 111) جرمن موسیقار رچرڈ ویگنر کا تین ایکٹ میں ایک اوپیرا ہے۔""","میلبورن نائٹس ایف سی نے آسٹریلیا میں فٹ بال کی تاریخ میں ایک طویل اور شاندار تاریخ ہے
بریئر فیلڈ ایک کپاس کا پلانٹیشن تھا جو ویکسبرگ کے جنوب میں واقع ڈیوس بینڈ میں واقع تھا ، جو کنفیڈریٹ کے صدر جیفرسن ڈیوس کا گھر تھا
کربی نے ایسٹلا اور ڈیوڈ سوچٹ نے جیگرز کی حیثیت سے اداکاری کی",نہیں!,0.042244911,1.358541012,1.400785923
medium,1939ء میں فلم گنگا دین کے ڈائریکٹر کیری گرانٹ تھے۔,جارج اسٹیونز,"گنگا ڈین (انگریزی: Gunga Din) 1939ء کی ایک برطانوی امریکی فلم ہے جس میں جارج اسٹیونز نے ہدایت کی ہے۔ اس فلم میں کیری گرانٹ، وکٹر میکلیگن اور ڈگلس فیئر بینکس جونیئر نے مرکزی کردار ادا کیا ہے۔ یہ فلم رڈیارڈ کیپلنگ کی ایک نظم پر مبنی ہے جس میں ان کی مختصر کہانیوں کے مجموعہ 'سولڈرز' کے عناصر شامل ہیں۔ کیری گرانٹ (پیدائش: آرچی بالڈ ایلک لیچ، 18 جنوری 1904ء - 29 نومبر 1986ء) ایک برطانوی امریکی اداکار تھے۔","ڈیوڈ ارنسٹ والٹر (پیدائش 1939) نیوزی لینڈ کے ایک سیاستدان اور صحافی ہیں۔ وہ تاراناکی ریجنل کونسل کے سابق چیئرمین ، اسٹریٹفورڈ کاؤنٹی کونسل کے سابق چیئرمین ، اور اسٹریٹفورڈ ڈسٹرکٹ کونسل کے پہلے میئر ہیں۔
لوئس کلارک بروک (پیدائش 18 جون ، 1939) ایک امریکی سابق پیشہ ور بیس بال کھلاڑی ہے
۔ یہ فلم والٹ ڈزنی پروڈکشنز کی طرف سے 1940ء کی دہائی میں ریلیز ہونے والی چھ پیکیج فلموں میں سے دوسری ہے۔","1939ء میں پیدائش نہیں ہوئی، بلکہ کیری گرانٹ فلم گنگا دین کے ڈائریکٹر تھے۔",0.041156769,6.88864851,6.929805279
medium,ڈی سی کامک کے ایک ہیرو کے طور پر 2007 میں دوبارہ زندہ کیا گیا تھا,ڈونا ٹرائے,"ڈونا ایک مزاحیہ کتاب سپر ہیروئن ہے جو ڈی سی کامکس کے ذریعہ شائع کی گئی ہے۔ وہ پہلی بار ""دی بریو اینڈ دی بولڈ"" میں شائع ہوئی تھی۔ دی بریو اینڈ دی بولڈ ڈی سی کامکس کے ذریعہ شائع ہونے والی بہت سی مزاحیہ کتابوں کی سیریز کا مشترکہ عنوان ہے۔ اس کے بعد 1991 اور 1999 میں ایک منی سیریز جاری کی گئی ، اور 2007 میں ایک جاری عنوان کے طور پر دوبارہ زندہ کیا گیا۔","۔ یہ گروپ 2007 میں لنکن ، نیبراسکا کے شائقین کے ایک گروپ نے قائم کیا تھا۔""
۔ یہ گانا 12 مارچ 2007 کو برطانیہ میں دو حصوں کے سنگل کے طور پر جاری کیا گیا تھا۔""
۔ فلم کو 2007 کے آزاد روح کے """"تصویر سے زیادہ سچائی"""" ایوارڈ کے لئے نامزد کیا گیا تھا۔""",ہرؤ نہیں ڈی سی کامک کا ہیرو ہے جو دوبارہ زندہ کیا گیا تھا 2007 میں۔,0.049972296,6.689280272,6.739252567
medium,جوسی کاٹن نے 1983 میں مارتا کولج کی ہدایت کاری میں ایک فلم بنائی جس کا نام 'جونی آر یو کوئیر' ہے۔,وادی لڑکی,"جوسی کاٹن (پیدائش 1956) ایک امریکی گلوکارہ اور گانا لکھنے والی ہے ، جو ""جونی آپ کوئر ہیں"" کے لئے مشہور ہے۔ یہ فلم 1983 میں مارتا کولج کی ہدایت کاری میں ریلیز ہوئی ، جس میں نیکولس کیج ، ڈیبورا فورمین ، مشیل میرینک ، ایلیزبتھ ڈیلی ، کیمرون ڈائی اور مائیکل بوین شامل ہیں۔","زلیگ ایک 1983 کی امریکی فلم ہے جس کی ہدایت کاری وڈی ایلن نے کی ہے اور اس میں ایلن اور میا فارو نے مرکزی کردار ادا کیا ہے
۔ پہلی بار 1983 میں شائع ہونے والی ، کٹانا ایک سامورائی جنگجو ہے جس کی تلوار کے ساتھ مہارت اسے سپر ہیرو کے طور پر انصاف کے لئے لڑنے کی اجازت دیتی ہے
بریلن ایڈورڈز (پیدائش: 21 فروری ، 1983) ایک سابق امریکی فٹ بال وائیڈ ریسیور ہے جو نیشنل فٹ بال لیگ (این ایف ایل) میں کام کرتا ہے","ہر کوئی بات نہیں۔ 

(Translation: None intended.)",0.035811663,3.216807604,3.253175735
medium,ایملی میڈ کی خاصیت والی ویب سیریز نے اپنی آخری قسط کب نشر کی؟,22 جنوری 2014,"""اس نے فلم """"ٹولے"""" (2010), """"میرا روح لے جانے کے لئے"""" (2013), """"گیم شیلٹر"""" (2013), """"یہ عجیب لمحہ"""" (2016), اور """"نور"""" (2016), اور ٹیلی ویژن سیریز """"بورڈ واک ایمپائر"""" (2016), """"بچتوں"""" اور """"براد سٹی"""" (2016), اس ویب سیریز کی تخلیق اس وقت شروع ہوئی جب گلیزر کو ایک پروجیکٹ پر ناقص آراء موصول ہوئی تھیں جس پر وہ اور اس کا ساتھی کام کر رہے تھے۔""","شکیل او نیل اور اینفرنی ہارڈوی کو باصلاحیت دریافت کے طور پر ادا کیا تھا
۔ سٹو نے آسٹریلیائی آؤٹ بیک پر مبنی ایک خلائی اوپیرا بھی تخلیق کیا۔
امریکی حکومت مستقبل میں نسل کشی اور بڑے پیمانے پر ظلم و ستم کو روک سکتی ہے","ایملی میڈ کی ویب سیریز نے اپنی آخری قسط نہیں نشر کی تھی، بلکہ اس کا ذکر ایملی میڈ میں نہیں ہوا تھا۔",0.049095869,8.225721598,8.275825977
medium,"ان کی آنکھوں میں خفیہ امریکی اداکار کے ساتھ اداکاری کی سب سے زیادہ ""کارڈ ہاؤس"" پر کس کردار کے لئے جانا جاتا ہے؟",ڈوگ اسٹیمپر,"""چیوٹیل ایجیوفر ، نیکول کڈمن ، جولیا رابرٹس ، ڈین نورس ، اور مائیکل کیلی نے اس فلم میں اداکاری کی ہے۔ مائیکل جوزف کیلی (پیدائش: 22 مئی ، 1968) ایک امریکی اداکار ہیں۔ وہ """"ہاؤس آف کارڈز"""" میں ڈوگ اسٹیمپر کے کردار کے ساتھ ساتھ """"چینگلنگ"""" ، """"ڈان آف دی ڈیڈ"""" ، """"دی ایڈجسٹمنٹ بیورو"""" ، """"کرونیکل"""" ، """"اب آپ مجھے دیکھتے ہیں"""" اور """"ایوریسٹ"""" جیسی فلموں میں بھی مشہور ہیں۔""","جینسکو ایک امریکی عوامی ملکیت کی خصوصی خوردہ فروش ہے جو برانڈڈ جوتے ، لائسنس یافتہ اور برانڈڈ ہیڈ ویئر اور لائسنس یافتہ کھیلوں کے لباس اور لوازمات کی ملکیت ہے
""لیفٹ آف"""" ایک امریکی گلوکارہ اور گلوکارہ کی ایک گانا ہے جس میں امریکی گلوکارہ بیونسے نے بھی حصہ لیا ہے
کو تسلیم کرتا ہے اور ایس جے پی ایف (پیشہ ورانہ فٹ بال کھلاڑیوں کا سنڈیکیٹ) کے ذریعہ تصور کیا جاتا ہے",کارد ہاؤس میں ان کی آنکھوں میں خفیہ امریکی اداکار کے ساتھ اداکاری کرنے والا کردار جینز کی ملکیت کا ایک برانڈڈ جوتے ہے۔,0.043499708,9.827230692,9.8707304
medium,کیری پلبی کون سا آئرش اداکار اور موسیقار ستاروں؟,کولن آرتھر او ڈونوگیو,"فلم میں بیل پاؤلی ، نیتن لین ، گیبریل برن ، جیسن ریٹر ، ولیم موسلی ، وینیسا بیئر ، اور کولن او ڈونگیو اداکاری کر رہے ہیں۔ کولن آرتھر او ڈونگیو (پیدائش 26 جنوری 1981) ایک آئرش اداکار اور موسیقار ہے ، جو ٹیلی ویژن شو ونز اپون ایک ٹائم میں کیپٹن کیلیان ہک جونز کی حیثیت سے مشہور ہے۔","سیکرٹری آف ایئر فورس) ، اور متعدد انڈر سیکرٹری آف ڈیفنس شامل ہیں
۔ اس کی بنیادی سرگرمی چین میں فورڈ اور مازدا برانڈ کی مسافر کاروں کی تیاری اور فروخت تھی۔
مارٹن باراس ایک برطانوی فلم ، ٹیلی ویژن اور تھیٹر اداکار اور مقامی ریڈیو پر ڈی جے ہیں","مارتン باراس کیری پلبی نہیں، وہ برطانوی فلم ، ٹیلی ویژن اور تھیٹر اداکار اور مقامی ریڈیو پر ڈی جے ہیں، لیکن کیری پلبی کا تعلق آئرش اداکار اور موسیقار ستاروں سے نہیں ہے۔",0.053742647,17.78344107,17.83718371
