question,answer,classification,retrieved_context,final_answer,classification_time,decomposition_time,retrieval_time,generation_time,total_time,total_time_without_classification,level
Kim Lip is an album made by which South Korean girl group?,Loona,singlehop,"[""Kim Lip is the sixth single album from South Korean girl group Loona's pre-debut project"", ""JinSoul (also known as Kim Lip & JinSoul) is the seventh single album from South Korean girl group Loona's pre-debut project"", 'The album consists of five tracks, including the title track, ""Girl Front"".  The unit is made up of the members Kim Lip, JinSoul and Choerry.']",Loona's pre-debut project,2.160173893,0,0.002214432,0.477017879,2.639406204,0.479232311,easy
"The Valigeria Franzi was an Italian manufacturer of leather bags and luggage founded in Milan in 1864 by Rocco Franzi, Guccio Gucci worked for the company until he set up Gucci in what year, an Italian luxury brand of fashion and leather goods, part of the Gucci Group, which is owned by the French holding company Kering?",1921,multihop,"['The Valigeria Franzi was an Italian manufacturer of leather bags and luggage founded in Milan in 1864 by Rocco Franzi.  By the early 20th century, it was a supplier to royalty and nobility', 'Gucci ( ; ] ) is an Italian luxury brand of fashion and leather goods, part of the Gucci Group, which is owned by the French holding company Kering', 'Gucci was founded by Guccio Gucci in Florence in 1921.']",Guccio Gucci worked for Valigeria Franzi until he set up Gucci in 1921.,3.421304941,0,0.001108885,0.935690165,4.358103991,0.93679905,easy
"What 45th head of state and head of government of the United States, is associated with a parish church of the Episcopal Diocese of New York?",Franklin Delano Roosevelt,singlehop,"['on the south by the Episcopal Diocese of Central Pennsylvania and on the west by the Episcopal Diocese of Western New York', 'The Episcopal Diocese of Rochester is the diocese of the Episcopal Church in the United States of America with jurisdiction over eight counties in west central New York', 'Previously, she was a priest in the Episcopal Diocese of Central New York, the Episcopal Diocese of Newark, and the Episcopal Diocese of California']",Katharine Jefferts Schori,2.492152691,0,0.013562679,0.493319511,2.999034882,0.506882191,easy
"""Remember the sabbath day, to keep it holy"" is one of the Ten Commandments, also known as the Decalogue, are a set of biblical laws relating to ethics and worship, which play a fundamental role, in which religions?","Judaism, Christianity, and Islam",singlehop,"['The Ten Commandments, also known as the Decalogue, are a set of biblical laws relating to ethics and worship, which play a fundamental role in Judaism, Christianity, and Islam', '""Remember the sabbath day, to keep it holy"" is one of the Ten Commandments found in the Hebrew Bible.', 'possibly connected to the third and seventh imperatives of the Ten Commandments: """"Remember the Sabbath day, to keep it holy"" and ""Thou shalt not commit adultery""']","Judaism, Christianity, and Islam",2.637440443,0,0.010757446,0.542921543,3.191119432,0.553678989,easy
"What artist that grew up in Dumont, New Jersey, released an album on May 13, 1997 that marked the addition of their new singer?",Michael Emanuel,multihop,"['Graves grew up in Dumont, New Jersey.  He has also released several albums as a solo artist.', 'He is most well known as the lead singer for the 1990s re-incarnation of the Misfits from 1995 to 1998 and again from late 1998 until late 2000.  Graves grew up in Dumont, New Jersey', 'which was featured on their past two albums']",Michale Graves.,2.885451078,0,0.004475832,0.429974318,3.319901228,0.43445015,easy
NFL Street 2 Is what kind of game that features Jeremy Shockey?,American football video game,singlehop,"['NFL Street 2 is American football video game developed by EA Sports BIG and published by Electronic Arts.  It was originally released for the PlayStation 2, GameCube and Xbox on December 22, 2004', 'NFL Street is an American football video game developed by EA Tiburon and published by Electronic Arts.  It was originally released for the PlayStation 2, GameCube and Xbox on January 13, 2004', 'It features then-New York Giants tight end Jeremy Shockey and rapper Xzibit on the cover.  The game is compatible with ""Madden NFL 2006"", as players can import their ""Own The City"" players to it']",NFL Street 2 features Jeremy Shockey.,2.67129612,0,0.000558853,0.575677872,3.247532845,0.576236725,easy
"What actress portrayed the wife of John Proctor in the 1996 American historical drama film, The Crucible?",Joan Allen,singlehop,"['It was directed by Nicholas Hytner and stars Daniel Day-Lewis as John Proctor, Winona Ryder as Abigail Williams, Paul Scofield as Judge Thomas Danforth, Bruce Davison as Reverend Parris', 'Elizabeth Proctor (née Bassett; 1652 – unknown) was convicted of witchcraft in the Salem Witch Trials of 1692.  She was the wife of John Proctor, who was also convicted; he was executed.', 'The Crucible is a 1996 American historical drama film written by Arthur Miller adapting his play of the same title, inspired by the Salem witchcraft trials']",Emily Fuller,2.629804134,0,0.010705233,0.395978451,3.036487818,0.406683684,easy
"Nike Flywire is a thread, composed of Vectran or nylon, and developed by which American multinational corporation that is engaged in the design, development, manufacturing, and worldwide marketing and sales of footwear, apparel, equipment, accessories, and services?","Nike, Inc.",singlehop,"['Nike Flywire is a thread, composed of Vectran or nylon, and developed by Nike, used in the upper of a shoe.  The goal of Flywire is to minimize weight and maximize support', 'Shoes containing Flywire became available for consumer purchase in 2008.', 'Nike, Inc']",Nike,2.639044762,0,0.000560999,0.345820904,2.985426664,0.346381902,easy
Who fought as both a welter weight and middle weight under teacher Mark Dellagrotte?,Patrick Côté,singlehop,"['his professional fighting weight varied from 128 lb , i', 'he was world champion as a super middle weight, light heavyweight and heavyweight', 'and World Boxing Union (WBU) light middleweight title against Mehrdad Takalobigashi, his professional fighting weight varied from 125 lb , i']",Mehrdad Takalobigashi,2.393893957,0,0.006741285,0.492277622,2.892912865,0.499018908,easy
What genre is the Dumb and Dumber Moive?,gross-out humor,singlehop,"['""The Three Stooges"", and ""Dumb and Dumber To""', 'Dumb and Dumber To is a 2014 American comedy film co-written and directed by Bobby and Peter Farrelly', 'They have made eleven films, including ""Dumb and Dumber"", ""Kingpin"", ""Hall Pass"", ""Me, Myself & Irene"", ""Shallow Hal"", ""Stuck on You"", ""Osmosis Jones"", ""There\'s Something About Mary""']",Comedy,2.437011242,0,0.000551462,0.364797831,2.802360535,0.365349293,easy
"Who is a Canadian retired professional ice hockey defenceman who played for nine teams in the National Hockey League, who had a Canadian ice hockey executive currently serving as Senior Advisor to the President-General Manager of the New York Rangers negotiated the playing and marketing contract?",Paul Douglas Coffey,singlehop,"['1968) is a Canadian retired professional ice hockey defenceman who played in one National Hockey League game for the New York Rangers during the 1991–92 NHL season', 'He played for the New York Rangers, Quebec Nordiques, and Toronto Maple Leafs', '1992) is a Canadian professional ice hockey defenceman currently playing for the Grand Rapids Griffins of the American Hockey League (AHL) while under contract to the Detroit Red Wings of the']",Mario Marois,2.574040413,0,0.009420633,0.424560785,3.008021832,0.433981419,easy
MAKO Surgical Corp accepted a deal from Stryker for what amount?,$1.65B,singlehop,"['MAKO Surgical Corp. was a publicly traded medical device company based in Florida.  On September 25, 2013, the Board of Directors of Mako Surgical accepted a deal to be acquired by Stryker for $1.65B', 'Stryker Corporation () is a Fortune 500 medical technologies firm based in Kalamazoo, Michigan', 'Dr. Frederic Moll co-founded Intuitive Surgical with John Freund and Rob Younge, and was Founder & CEO of Hansen Medical.  He was a board member of Mako Surgical until its sale in 2013']",$1.65B,2.945126772,0,0.001090527,0.476840258,3.423057556,0.477930784,easy
What do La dame blanche and Il prigioniero have in common?,opera,singlehop,"['La dame blanche (""The White Lady"") is an opéra comique in three acts by the French composer François-Adrien Boieldieu', 'The Emprise de l\'Escu vert à la Dame Blanche (""Enterprise of the Green Shield with the White Lady"") was a chivalric order founded by Jean Le Maingre and twelve other knights in 1399', '000 times by the company: ""Cavalleria Rusticana"", ""Le chalet"", ""La dame blanche"", ""Le domino noir"", ""La fille du régiment"", ""Lakmé"", ""Manon"", ""Mignon"", ""Les noces de Jeannette"", ""Le pré aux clercs""']",La dame blanche and Il prigioniero have in common that they are both operas.,2.918177605,0,0.000443697,0.865637064,3.784258366,0.866080761,easy
"Raymerville - Markville East, is a community in Markham, Ontario, the name ""Markville"" came from the local major shopping mall, CF Markville (also known as ""Markville Shopping Centre"") is a shopping mall located at 5000 Highway 7 East (at McCowan Road) in Markham, Ontario, in which country?",Canada,singlehop,"['CF Markville (also known as ""Markville Shopping Centre"") is a shopping mall located at 5000 Highway 7 East (at McCowan Road) in Markham, Ontario, Canada', 'Raymerville - Markville East (2006 population 10,562) ""(Census Tract No. 5350400.03 and 5350400.12)"" is a community in Markham, Ontario, Canada', 'The community is referred to as ""Markville East"" because it is located immediately east of Markville Shopping Centre.']",Canada,2.323027134,0,0.00916481,0.422878981,2.755070925,0.432043791,easy
Which film that stars Will Smith is James Karen known for acting in?,The Pursuit of Happyness,singlehop,"['James Karen (born Jacob Karnofsky; November 28, 1923) is an American character actor of Broadway, film and television', 'The film was directed by Sean Anders, and stars Josh Zuckerman, Amanda Crew, Clark Duke, Seth Green, and James Marsden, while Katrina Bowden, Alice Greczyn, Michael Cudlitz, Dave Sheridan', 'The film stars James Karen as Michael Kenneth Marshall, a young medical student who goes through medical training at Columbia and Cornell']",The movie that stars Will Smith is None.,2.295179367,0,0.000505209,0.540749311,2.836433887,0.54125452,easy
"Blackjack Switch is a casino gambling game invented by Geoff Hall, and patented in what year, natural blackjacks are paid 1:1 instead of the standard 3:2, and a dealer hard 22 pushes all player hands except a natural, a croupier or dealer is someone appointed at a gambling table to assist in the conduct of the game, especially in the distribution of bets and payouts?",2009,multihop,"['Blackjack Switch is a casino gambling game invented by Geoff Hall and patented in 2009', 'Natural blackjacks are paid 1:1 instead of the standard 3:2, and a dealer hard 22 pushes all player hands except a natural.', 'for his record as a blackjack player and his innovations in professional gambling techniques']","A croupier or dealer is someone appointed at a gambling table to assist in the conduct of the game, especially in the distribution of bets and payouts.",3.094556093,0,0.000550747,1.125483751,4.220590591,1.126034498,easy
Who was the barman that named a drink after the first person to walk on the moon?,invented cocktails,multihop,"['Truman and Richard Nixon.  He also invented cocktails to commemorate the first walk on the moon in 1969 by Neil Armstrong, and the American and Russian link-up in space in 1975.', 'the first person to walk on the Moon and a former naval aviator who served in the Korean War', 'Neil Alden Armstrong (August 5, 1930 – August 25, 2012) was an American astronaut, engineer, and the first person to walk on the Moon']",Truman.,2.635454893,0,0.001659155,0.406566143,3.043680191,0.408225298,easy
"Does University of Arkansas have less students than California State University, Fullerton? ",yes,singlehop,"['and its approximately 5,800 graduate student body is also the largest in the CSU and one of the largest in all of California', 'With a total enrollment of about 40,200 it has the largest student body out of the 23-campus California State University (""CSU"") system, and its approximately 5', 'The two-year college has an enrollment of 17,044 students and covers 82 acre']",No.,2.354971409,0,0.004571676,0.373050451,2.732593536,0.377622127,easy
"The Invasion is a 2007 science fiction horror thriller film starring who, which is an Australian actress, producer and occasional singer?",Nicole Kidman,singlehop,"['The Invasion is a 2007 science fiction horror thriller film starring Nicole Kidman and Daniel Craig, directed by Oliver Hirschbiegel', ""Invaders from Mars is a 1986 science fiction horror film, directed by Tobe Hooper from a screenplay by Dan O'Bannon and Don Jakoby"", 'Australia is a 2008 Australian-British-American romantic historical adventure drama film directed by Baz Luhrmann and starring Nicole Kidman and Hugh Jackman']",Nicole Kidman.,2.70957303,0,0,0.461243391,3.170816422,0.461243392,easy
"What is a center-right to right-wing political party in Israel, was a political party in Israel, and is one of the ancestors of A secular party?",Likud,singlehop,"['Yisrael Beiteinu (Hebrew: יִשְׂרָאֵל בֵּיתֵנוּ\u200e , lit.  ""Israel Our Home"") is a secularist and right-wing nationalist political party in Israel', 'In addition, it was the first time in Israel that a right-wing party won the plurality of the votes', ""The party's base has traditionally been secular, Russian-speaking Israelis""]","Yisrael Beiteinu is a center-right to right-wing political party in Israel, was a political party in Israel, and is one of the ancestors of A secular party.",2.594421864,0,0.010643005,1.23076272,3.835827589,1.241405725,easy
Who is a brother of Peter Gusenberg and victim of a massacre?,Frank Gusenberg,multihop,"['Peter Gusenberg a.k.a', 'Peter Gusenberg participated in an infamous attack on Al Capone during a vicious gang war.', ""Frank Gusenberg (October 11, 1893 – February 14, 1929) was a German-American contract killer and a victim of the Saint Valentine's Day massacre in Chicago, Illinois.""]",Frank Gusenberg,2.416474819,0,0.002079725,0.35514617,2.773700714,0.357225895,easy
What progressive American magazine did a review of the 2009 LP of the Mirrors?,Mother Jones,multihop,"['New York is an American biweekly magazine concerned with life, culture, politics, and style generally, and with a particular emphasis on New York City', 'Mirrors (a.k.a. the Mirrors) were a rock band from Cleveland, Ohio originally active 1973 - 1975, although some accounts indicate they formed as early as 1971 or 1972', 'Formerly titled The Cosmopolitan']",New York magazine.,3.284866095,0,0.005171061,0.417721987,3.707759142,0.422893047,easy
"Are Monastery of the Transfiguration, Kinaliada and Süreyya Opera House both Greek Orthodox monasteries? ",no,singlehop,"['The Transfiguration Monastery (Bulgarian: Преображенски манастир , ""Preobrazhenski manastir"") or the Monastery of the Holy Transfiguration of God (манастир ""Свето Преображение Господне""', 'The Monastery of the Transfiguration, known locally as Hristo [Christ] Monastery', 'and one of the largest and oldest Eastern Orthodox monasteries in Europe']",Yes,3.030391455,0,0.007551193,0.36718154,3.405124187,0.374732732,easy
"Who is one of the principal originators of what is commonly known as the body horror or visceral horror genre, Josh Trank or David Cronenberg ?",David Paul Cronenberg,singlehop,"['Cronenberg is one of the principal originators of what is commonly known as the body horror or visceral horror genre', 'He is often likened to Canadian director David Cronenberg due to his unflinching eye for Body Horror', 'Body horror, biological horror, organic horror or visceral horror is horror fiction in which the horror is principally derived from the unnatural graphic transformation']",David Cronenberg,2.477653503,0,0.004143953,0.395328999,2.877126455,0.399472952,easy
"What is a major airline operating flights from Kuala Lumpur International Airport and from secondary hubs in Kota Kinabalu and Kuching to destinations throughout Asia, Oceania and Europe, whos executive officer is a veteran in the tourism and aviation industry with over 30 years of experience in related fields ?",Malaysia Airlines Berhad,singlehop,"['branded as Malaysia Airlines, is a major airline operating flights from Kuala Lumpur International Airport and from secondary hubs in Kota Kinabalu and Kuching to destinations throughout Asia', 'Peter Brendan Bellew is the group managing director and chief executive officer of Malaysia Airlines', 'Kuala Lumpur International Airport (KLIA) (Malay: ""Lapangan Terbang Antarabangsa Kuala Lumpur"") (IATA: KUL']",Malaysia Airlines,2.462729216,0,0.007507086,0.413014412,2.883250713,0.420521497,easy
"Why is the ethnomusicologist, Bela Viktor Janos Bartok's Piano Concerto No. 2 in G major considered notorious?",is notorious for being one of the most difficult pieces in the repertoire.,singlehop,"[""Béla Bartók's Piano Concerto No. 2 in G major, Sz.  95, BB 101 (1930–31) is the second of three piano concerti, and is notorious for being one of the most difficult pieces in the repertoire."", 'Béla Viktor János Bartók ( ; ] ; 25 March 1881 – 26 September 1945) was a Hungarian composer, pianist and an ethnomusicologist', 'The Concerto for Piano and Orchestra in G minor, Op. 33, is the only piano concerto by Czech composer Antonín Dvořák']",It is considered notorious for being one of the most difficult pieces in the repertoire.,2.582878113,0,0.004154444,0.771159172,3.358191729,0.775313616,easy
Were both Tian Zhuangzhuang and Marcel Varnel a chinese film director and producer? ,no,singlehop,"['Tian Zhuangzhuang (, ] ; born April 1952 in Beijing, China) is a Chinese film director and producer.', 'A graduate of the Beijing Film Academy and a contemporary of such acclaimed directors as Zhang Yimou, Chen Kaige, and Tian Zhuangzhuang', ""Chen Kaige, and Tian Zhuangzhuang, Zhang Junzhao was a prominent early member of China's Fifth Generation filmmakers""]",Tian Zhuangzhuang was a Chinese film director and producer.,3.060636759,0,0.000504732,0.677453041,3.738594532,0.677957773,easy
"What is the name of the song, whose tune was originally composed for the 2006 comedy movie Jatra?",Chikni Chameli,singlehop,"['Jatra (Marathi: जत्रा ) is a 2006 Indian Marathi-language comedy movie.  It is considered one of the more popular films starring actors Bharat Jadhav and Siddarth Jadhav', 'The music was composed by the duo Ajay and Atul Gogavale.  ""Jatra"" features the song Kombadi Palali, which at the time became a \'superhit\'', 'It has music given by Ajay-Atul. The movie was blockbuster in Marathi Box office.The movie is remake of popular Hindi movie ""Chalti Ka Naam Gaadi"".']",Kombadi Palali,2.24825573,0,0.007505655,0.474373817,2.730135202,0.481879472,easy
"Who is an American singer, songwriter, actress and LGBT rights activist who released a 1985 song  for the film ""The Goonies""?","Cynthia Ann Stephanie ""Cyndi"" Lauper",singlehop,"['Her success continued with the soundtrack for the motion picture ""The Goonies"" and her second record ""True Colors"" (1986)', '""The Goonies \'R\' Good Enough"" is a 1985 song by American singer Cyndi Lauper.  It was released as a single for the film ""The Goonies"".  It was her fifth Top 10 single on the Hot 100.', 'Cynthia Ann Stephanie ""Cyndi"" Lauper (born June 22, 1953) is an American singer, songwriter, actress and LGBT rights activist.  Her career has spanned over 30 years']",Cyndi Lauper,2.758259535,0,0.008844852,0.490665674,3.257770061,0.499510526,easy
"When was Elvis Presley's ""G.I. Blues"" which was released for the motion picture ""G.I. Blues""'s soundtrack?",Oct-60,multihop,"['""G.I. Blues"" is a song first recorded by Elvis Presley as part of the soundtrack for his 1960 motion picture ""G.I. Blues"".  Its first LP release was on the eponymous soundtrack album in October 1960.', 'G.I. Blues is the eleventh album by American singer and musician Elvis Presley, released by RCA Victor in mono and stereo, LPM/LSP 2256, in October 1960', '""Wooden Heart"" (""Muss i denn "" ""lit.""  Must I then) is a song best known for its use in the 1960 Elvis Presley film ""G.I. Blues""']",Oct-60,2.649703026,0,0.000540495,0.481251478,3.131494999,0.481791973,easy
"Iuty was an ancient Egyptian vizier presumably of the Late New Kingdom whose family tomb made up of bricks was discovered in December 1964 by the Egyptian archaeologist Shafik Farid, in the so-called ""Cemetery of the Nobles"" of Bubastis (Tell Basta), A calcite canopic jar (representing Duamutef) belonging to Iuty’s son, the high-priest of which ,  goddess in ancient Egyptian religion, worshiped as early as the 2nd Dynasty (2890 BCE)?",Bastet,singlehop,"['Iuty was an ancient Egyptian vizier presumably of the Late New Kingdom whose family tomb made up of bricks was discovered in December 1964 by the Egyptian archaeologist Shafik Farid', 'A calcite canopic jar (representing Duamutef) belonging to Iuty’s son, the high-priest of Bastet, Ay, was also found in the same tomb', 'Iuty’s tomb architecture has remained unpublished']",Bastet,2.260605097,0,0.008938313,0.491520405,2.761063814,0.500458717,easy
"""Gasoline"" is a song by which American singer and songwriter?",Halsey,singlehop,"['""Gasoline"" is a song by American singer and songwriter Halsey.  The track is included on the deluxe edition of her debut studio album, ""Badlands"" (2015)', '""Fire Meet Gasoline"" is a song recorded by Australian singer and songwriter Sia for her sixth studio album, ""1000 Forms of Fear"" (2014).  It was written by Sia, Greg Kurstin and Samuel Dixon', 'With a new singer, the album also introduced a new Fuel logo.']",Halsey,2.398630619,0,0.007726192,0.390934706,2.797291517,0.398660898,easy
